************************************
*   Event  *     PH    *    ToF    *
*   127677 * 139.10975 * 71.262451 *
*   127697 * 139.27603 * 72.321319 *
*   127699 * 139.78717 * 70.981811 *
*   127700 * 139.57740 * 72.483551 *
*   127711 * 139.90277 * 71.983551 *
*   127716 * 83.817619 * 73.060241 *
*   127721 * 139.26686 * 71.620880 *
*   127722 * 139.80339 * 71.206115 *
*   127730 * 139.34054 * 71.834411 *
*   127732 * 138.97975 * 72.331970 *
*   127744 * 138.94931 * 72.151611 *
*   127751 * 139.32901 * 71.611297 *
*   127762 * 139.45658 * 71.484069 *
*   127769 * 139.51034 * 72.335235 *
*   127770 * 139.84657 * 71.275268 *
*   127772 * 139.56286 * 71.366394 *
*   127777 * 139.29159 * 71.817993 *
*   127782 * 139.46359 * 71.868713 *
*   127783 * 139.15701 * 70.674072 *
*   127784 * 138.71408 * 71.813262 *
*   127798 * 139.49505 * 71.581665 *
*   127807 * 139.76348 * 71.635192 *
*   127810 * 139.36412 *    71.125 *
*   127819 * 139.05014 *  71.64505 *
*   127826 * 139.43208 * 71.092590 *
*   127828 * 138.90007 * 71.095428 *
*   127831 * 138.46553 * 71.717224 *
*   127833 * 139.33187 * 71.015228 *
*   127843 * 139.62506 * 71.469696 *
*   127862 * 139.39291 * 71.501831 *
*   127876 * 138.80673 * 71.494079 *
*   127879 * 139.71577 * 71.700561 *
*   127891 * 139.19392 * 71.586517 *
*   127894 * 139.08439 * 71.684631 *
*   127898 * 139.39370 * 71.494934 *
*   127903 * 139.35389 * 71.424041 *
*   127904 * 139.26603 * 72.305358 *
*   127911 * 139.19900 * 71.564117 *
*   127920 * 139.45562 * 71.623016 *
*   127927 * 139.76840 * 282.07113 *
*   127937 * 139.49365 * 72.098693 *
*   127947 * 139.15991 * 71.725616 *
*   127953 * 139.24671 * 71.698150 *
*   127969 * 139.98033 * 71.632263 *
*   127971 * 139.22248 * 71.497863 *
*   127975 * 139.69006 * 71.169281 *
*   127988 * 139.53437 * 73.094482 *
*   128003 *  139.1315 * 72.211517 *
*   128005 * 139.65747 * 71.845459 *
*   128013 * 139.48608 * 71.118286 *
*   128019 * 139.59581 * 71.485107 *
*   128038 * 139.63621 * 72.565826 *
*   128054 * 139.48907 * 71.627899 *
*   128068 * 138.73938 * 71.070739 *
*   128069 * 139.63894 * 71.881713 *
*   128070 * 139.01260 * 72.411621 *
*   128071 * 138.92782 * 72.204467 *
*   128078 * 139.08197 * 71.749939 *
*   128086 * 139.42857 * 71.272369 *
*   128094 * 139.51095 * 71.566864 *
*   128105 * 139.37664 * 72.072662 *
*   128108 * 139.39254 * 71.575286 *
*   128114 * 139.94778 * 72.318115 *
*   128117 * 139.04441 * 71.811004 *
*   128123 * 139.18118 * 72.374816 *
*   128124 * 139.01571 * 71.064209 *
*   128132 * 139.59025 * 72.245971 *
*   128139 * 139.10528 * 70.668151 *
*   128154 * 139.19952 * 71.143554 *
*   128163 * 139.41525 * 71.449798 *
*   128164 * 139.45433 * 71.460083 *
*   128171 * 139.17068 * 72.346374 *
*   128182 * 139.10650 * 71.987121 *
*   128186 * 139.42306 * 71.213867 *
*   128189 * 138.74395 * 71.678192 *
*   128191 * 139.30264 * 72.136810 *
*   128205 * 138.89607 * 71.820068 *
*   128208 * 139.37971 * 71.904144 *
*   128218 * 139.29588 * 71.714325 *
*   128223 * 139.20068 * 71.988586 *
*   128232 * 139.56002 * 71.744506 *
*   128234 * 139.36381 * 72.337921 *
*   128250 * 139.82132 * 72.140441 *
*   128254 * 139.28567 * 71.735595 *
*   128257 * 138.91923 * 71.072052 *
*   128260 * 139.39971 * 71.784240 *
*   128263 * 139.44249 * 71.696960 *
*   128264 * 138.98808 * 71.978668 *
*   128265 * 139.66239 * 72.284545 *
*   128266 * 139.01619 * 71.334838 *
*   128270 * 139.28376 * 72.370849 *
*   128277 * 139.01918 * 71.333221 *
*   128286 * 139.42437 * 71.936767 *
*   128294 * 138.90614 * 71.039825 *
*   128307 * 139.60414 * 71.683715 *
*   128318 * 140.08680 * 71.267395 *
*   128320 * 139.24021 * 71.218261 *
*   128340 * 139.35986 * 71.580108 *
*   128349 * 139.27272 * 71.400146 *
*   128354 * 138.49241 * 71.524078 *
*   128369 * 139.28344 * 71.555694 *
*   128370 * 139.88494 * 71.379638 *
*   128373 * 138.95985 * 71.021881 *
*   128374 * 139.34246 * 71.747070 *
*   128382 * 139.47474 * 71.476745 *
*   128384 * 139.09147 * 71.724060 *
*   128385 * 139.44361 * 71.291473 *
*   128386 * 139.79663 * 71.334655 *
*   128392 * 139.62551 * 71.541687 *
*   128393 * 139.45085 * 71.696441 *
*   128406 * 138.91694 * 71.525726 *
*   128411 * 139.24527 * 71.641998 *
*   128413 * 139.37304 * 71.895111 *
*   128422 * 139.06178 * 71.675079 *
*   128430 * 139.51284 * 71.408538 *
*   128461 * 139.72547 * 71.709167 *
*   128463 * 139.73983 * 71.275970 *
*   128478 * 139.42295 * 71.527038 *
*   128484 * 139.38192 * 71.695770 *
*   128488 * 138.22168 * 71.957916 *
*   128496 * 139.42564 * 71.227874 *
*   128513 * 139.25283 * 72.361938 *
*   128517 * 139.52590 * 71.715423 *
*   128524 * 139.61393 * 72.316070 *
*   128531 * 138.62042 * 70.933075 *
*   128538 * 139.82527 * 71.592437 *
*   128549 * 139.66819 * 71.232269 *
*   128569 * 139.22320 * 71.538726 *
*   128571 * 138.54371 * 71.882049 *
*   128574 * 138.85209 * 72.187347 *
*   128585 * 139.46562 * 71.596496 *
*   128592 * 139.38902 * 71.917602 *
*   128606 * 139.04310 * 71.615966 *
*   128607 * 139.55119 * 71.580322 *
*   128619 * 138.46777 * 72.111511 *
*   128620 * 139.35017 * 71.225097 *
*   128644 * 139.07965 * 72.102233 *
*   128648 * 139.45575 * 70.880767 *
*   128651 * 139.49334 * 71.799957 *
*   128655 * 139.22171 * 71.721283 *
*   128675 * 139.67421 * 71.782989 *
*   128691 * 138.18202 * 71.671508 *
*   128699 * 139.84796 * 72.042663 *
*   128701 * 138.92085 * 71.019622 *
*   128718 * 139.39619 * 71.870483 *
*   128730 * 139.02858 * 71.787475 *
*   128733 * 139.02716 * 72.493804 *
*   128743 * 139.12033 * 71.702514 *
*   128746 * 139.48077 *  71.59552 *
*   128757 * 139.49826 * 71.264465 *
*   128759 * 139.35496 * 71.721588 *
*   128763 *   139.222 * 71.511413 *
*   128767 * 139.42182 * 72.456970 *
*   128791 * 139.57428 * 73.525360 *
*   128806 * 139.69430 * 70.955993 *
*   128812 * 138.87489 * 71.788848 *
*   128814 * 139.53564 * 72.138763 *
*   128828 * 139.28808 * 72.018188 *
*   128832 * 139.65754 * 71.863159 *
*   128856 * 139.70271 * 71.814514 *
*   128870 * 139.67443 * 71.845184 *
*   128879 * 139.56712 * 71.977111 *
*   128883 * 139.68519 * 71.953826 *
*   128892 * 139.32760 * 71.359619 *
*   128893 * 139.46934 * 72.296234 *
*   128898 * 139.21142 * 72.181030 *
*   128907 * 139.13560 * 71.337005 *
*   128927 * 139.24842 * 71.657806 *
*   128940 * 139.03816 * 71.785278 *
*   128960 * 138.81652 * 71.963562 *
*   128961 * 139.46939 * 71.165771 *
*   128963 * 139.36778 * 70.727447 *
*   128968 * 139.06993 * 71.368225 *
*   128971 * 139.27236 * 71.383331 *
*   128975 * 139.05387 * 71.344665 *
*   128989 * 140.14906 * 72.383422 *
*   128990 * 139.24357 * 71.194213 *
*   129007 * 139.38948 * 70.876312 *
*   129014 * 139.40457 * 71.436126 *
*   129017 * 139.64091 * 71.901367 *
*   129019 * 139.10961 * 71.517669 *
*   129021 * 138.95758 * 71.817413 *
*   129044 * 139.90519 * 71.210998 *
*   129059 * 139.04826 * 71.656555 *
*   129069 * 139.31256 * 72.035278 *
*   129071 * 138.96020 * 71.944549 *
*   129091 * 138.98463 * 72.247589 *
*   129095 * 139.20922 * 71.537841 *
*   129119 * 139.39790 * 71.540588 *
*   129122 * 139.43063 * 71.879638 *
*   129135 * 139.46171 * 72.047515 *
*   129151 * 139.08506 * 71.748626 *
*   129157 * 139.05149 * 71.191833 *
*   129158 * 139.07736 * 71.452117 *
*   129164 * 138.85112 * 71.696807 *
*   129179 * 138.64677 * 71.472442 *
*   129182 * 139.27703 * 71.936584 *
*   129196 * 139.24926 * 71.613616 *
*   129201 * 139.11836 * 71.616149 *
*   129204 * 139.25300 * 71.898712 *
*   129217 * 139.15449 * 71.166748 *
*   129255 * 139.41221 * 71.364166 *
*   129268 * 139.59475 * 71.154632 *
*   129273 * 138.85916 * 71.879364 *
*   129277 * 139.07888 * 71.714630 *
*   129282 * 138.57629 * 71.900787 *
*   129291 * 139.29440 * 71.686248 *
*   129292 * 85.835754 * 72.592437 *
*   129293 * 139.38462 * 71.561645 *
*   129294 * 139.11517 * 71.413085 *
*   129299 * 139.14074 * 72.092071 *
*   129335 * 139.18794 * 71.115264 *
*   129337 * 139.53933 * 71.754180 *
*   129342 * 138.12159 * 71.898620 *
*   129345 * 139.13525 * 71.859954 *
*   129357 * 138.91716 * 72.357269 *
*   129372 * 139.20433 * 71.977600 *
*   129373 * 138.78729 * 71.784606 *
*   129383 * 139.87007 * 72.000213 *
*   129386 * 139.36967 * 71.441101 *
*   129388 * 139.26734 * 71.745025 *
*   129409 * 139.62594 * 71.587646 *
*   129414 * 139.24465 * 71.847900 *
*   129418 * 139.46871 * 71.608886 *
*   129428 * 139.59075 * 72.156890 *
*   129446 * 139.14038 * 72.010681 *
*   129453 * 139.58418 * 72.354370 *
*   129468 * 139.38945 * 71.795745 *
*   129471 * 139.42532 * 72.386932 *
*   129491 * 139.39126 * 72.150756 *
*   129492 * 139.05914 * 70.939483 *
*   129496 * 138.83091 * 56.111602 *
*   129498 * 139.57885 * 71.502349 *
*   129504 * 139.39910 * 71.372924 *
*   129505 * 139.46203 * 71.975524 *
*   129515 * 139.24502 *  71.39151 *
*   129518 * 139.64100 * 71.209747 *
*   129519 * 139.35023 * 71.414978 *
*   129526 * 139.05033 * 71.589386 *
*   129529 * 139.06491 * 71.896759 *
*   129532 * 139.14665 * 71.125854 *
*   129533 * 139.55560 * 72.364898 *
*   129554 * 138.90118 * 71.139587 *
*   129555 * 139.56654 * 71.499603 *
*   129556 * 139.61927 * 71.733978 *
*   129564 * 139.52110 * 71.681579 *
*   129579 * 138.86720 * 71.827606 *
*   129591 * 139.70419 * 71.809265 *
*   129592 * 139.86035 * 71.622131 *
*   129601 * 138.80558 * 71.530517 *
*   129617 * 139.17605 * 72.257690 *
*   129655 * 139.37597 * 71.381652 *
*   129661 * 138.84646 * 71.577423 *
*   129664 * 139.48506 * 72.163543 *
*   129696 * 139.21821 * 71.628387 *
*   129699 * 139.04327 * 71.502471 *
*   129718 * 139.37175 * 71.142913 *
*   129720 * 139.22993 * 72.232879 *
*   129739 * 139.15766 * 72.151458 *
*   129745 * 139.05894 * 71.379577 *
*   129759 * 139.18296 * 72.322845 *
*   129762 * 139.35044 * 71.818573 *
*   129765 * 139.66072 * 71.272125 *
*   129767 * 139.35697 * 70.974273 *
*   129770 * 139.39651 * 72.161193 *
*   129775 * 139.28363 * 72.419952 *
*   129782 * 138.64129 * 71.640502 *
*   129800 * 139.79533 * 72.210205 *
*   129804 * 138.77453 * 71.600067 *
*   129807 * 139.38441 * 71.522918 *
*   129811 * 139.67413 * 71.859375 *
*   129814 * 139.13356 * 71.620697 *
*   129817 * 139.59353 * 71.020019 *
*   129821 * 138.89447 * 71.557098 *
*   129824 *  139.1651 * 71.664917 *
*   129825 * 139.29136 * 71.842315 *
*   129837 * 139.83424 * 72.054351 *
*   129839 * 139.41627 * 70.485534 *
*   129864 * 139.65559 * 71.574310 *
*   129872 * 139.82176 * 71.773254 *
*   129874 * 139.57249 * 71.922912 *
*   129879 * 139.27536 * 71.653717 *
*   129911 * 139.70243 * 70.625976 *
*   129915 * 139.11811 * 71.671936 *
*   129926 * 139.14123 * 71.861358 *
*   129928 * 139.13780 * 71.596832 *
*   129929 * 139.18444 * 71.690734 *
*   129955 * 138.83989 * 71.690490 *
*   129987 * 139.64234 * 71.663238 *
*   130000 * 139.34753 * 71.435577 *
*   130002 * 139.27703 * 71.352478 *
*   130014 * 138.97108 * 71.966583 *
*   130018 * 139.22996 * 71.464599 *
*   130028 * 139.11395 * 71.415069 *
*   130031 * 139.82934 * 71.498413 *
*   130032 * 139.47213 * 71.369262 *
*   130064 * 139.72033 * 71.776672 *
*   130068 * 139.03950 * 71.907318 *
*   130090 * 138.81373 * 70.868133 *
*   130093 * 140.06001 * 71.720184 *
*   130106 * 139.66195 * 71.781616 *
*   130127 * 139.73179 * 71.078491 *
*   130153 * 139.36555 * 72.104858 *
*   130154 * 139.11729 * -221.7490 *
*   130161 * 139.46884 * 72.333801 *
*   130163 * 139.74307 * 71.723571 *
*   130165 * 139.16694 * 71.901672 *
*   130192 * 139.02589 * 71.612945 *
*   130193 * 138.92971 * 71.774871 *
*   130209 * 138.56286 * 71.870636 *
*   130219 * 139.46893 * 71.980835 *
*   130226 * 139.21691 * 71.419342 *
*   130244 * 139.23446 * 71.493835 *
*   130253 * 138.69331 * 71.817810 *
*   130255 * 138.99136 *   72.0112 *
*   130261 * 138.68035 * 71.311950 *
*   130273 * 139.47479 * 72.157714 *
*   130290 * 139.47164 * 71.536712 *
*   130298 * 139.13531 * 71.450866 *
*   130302 * 139.10852 * 72.392700 *
*   130305 * 139.53701 * 71.604003 *
*   130318 * 139.53598 * 71.461914 *
*   130320 * 139.55880 * 72.241577 *
*   130344 * 139.72735 * 71.548889 *
*   130358 * 139.51216 * 71.345001 *
*   130372 * 139.61885 * 71.790802 *
*   130396 * 139.77270 * 71.495056 *
*   130401 * 139.22776 * 71.720428 *
*   130405 * 139.68187 * 71.124786 *
*   130408 * 139.35185 * 72.201110 *
*   130412 * 139.05186 * 71.868377 *
*   130422 * 139.27424 * 71.998718 *
*   130423 * 139.06903 * 71.892944 *
*   130431 * 139.26989 * 71.549804 *
*   130441 * 139.24981 * 57.575347 *
*   130456 * 139.20701 * 72.007934 *
*   130467 * 139.08807 * 71.629852 *
*   130475 * 140.06170 * 71.628448 *
*   130477 * 138.94429 * 71.576843 *
*   130479 * 139.64671 * 72.201629 *
*   130486 * 60.067024 * 72.740325 *
*   130498 * 138.65731 * 71.398101 *
*   130501 * 138.68499 * 71.463897 *
*   130506 * 139.00509 * 71.597534 *
*   130511 * 139.08169 * 71.435455 *
*   130529 * 139.16491 * 71.679382 *
*   130532 * 139.72842 * 71.641113 *
*   130539 * 139.15824 * 71.115875 *
*   130541 * 138.96127 * 72.160247 *
*   130545 * 139.16406 * 71.855529 *
*   130551 * 138.92018 * 71.192932 *
*   130558 * 138.65768 * 70.948669 *
*   130574 * 139.35060 * 72.000549 *
*   130603 * 139.15014 * 71.504852 *
*   130615 * 139.40853 * 71.585174 *
*   130625 * 137.98938 * 71.719604 *
*   130650 * 139.58544 * 71.483978 *
*   130651 * 139.41752 * 71.996154 *
*   130657 * 139.10073 * 71.638946 *
*   130669 * 139.08435 * 71.681121 *
*   130673 * 139.05511 *  71.95047 *
*   130679 * 139.53820 * 71.895416 *
*   130688 * 139.36486 * -817.3561 *
*   130693 * 140.24168 * -554.7348 *
*   130696 * 139.31326 * 71.710083 *
*   130713 * 139.87408 * 71.501373 *
*   130723 * 139.17494 * 71.489563 *
*   130744 * 139.24380 * 71.976226 *
*   130751 * 138.98234 * 70.775390 *
*   130757 * 139.19932 * 71.705352 *
*   130759 * 139.39077 * 72.144775 *
*   130767 * 139.04771 * 71.409576 *
*   130768 * 140.76916 * 71.649688 *
*   130772 * 139.05584 * 71.704650 *
*   130799 * 138.92512 * 71.814331 *
*   130801 * 139.31158 * 70.819397 *
*   130807 * 138.85810 * 71.748870 *
*   130819 * 138.64749 * 71.336731 *
*   130820 * 139.49578 * 71.573120 *
*   130833 * 139.43359 * 71.289794 *
*   130834 * 139.07086 * 71.531494 *
*   130845 * 139.45289 * 71.402923 *
*   130857 * 139.40513 * 71.543945 *
*   130870 * 139.12721 * 71.212829 *
*   130873 * 138.73522 * 71.052825 *
*   130878 * 139.09817 * 72.112731 *
*   130880 * 139.15232 * 71.861724 *
*   130883 * 140.04689 * 71.329803 *
*   130887 * 139.27249 * 71.624603 *
*   130890 * 139.49940 * 71.460174 *
*   130902 * 139.30563 * 71.733947 *
*   130914 * 139.67152 * 71.908874 *
*   130927 * 139.80128 * 72.007324 *
*   130933 * 139.20159 * 72.162567 *
*   130938 * 139.37126 * 71.562561 *
*   130946 * 139.22575 * 71.407043 *
*   130952 * 138.91920 * 72.378967 *
*   130963 * 138.34431 * 71.202758 *
*   130965 * 139.34977 * 71.460876 *
*   130972 * 139.08319 * 71.096649 *
*   130979 * 139.14286 * 72.435760 *
*   130983 * 139.23413 * 71.562225 *
*   130985 * 138.87243 * 71.328308 *
*   130986 * 139.14886 * 71.477752 *
*   130987 * 138.54243 * 71.825134 *
*   131000 * 139.37377 * 71.929077 *
*   131002 * 139.44497 * 71.618347 *
*   131005 * 138.83595 * 72.046752 *
*   131011 * 138.75235 * 71.259155 *
*   131025 * 139.44279 * 71.930450 *
*   131039 * 139.22972 * 71.167724 *
*   131058 * 139.35449 * 71.441345 *
*   131076 * 138.91525 * 71.276062 *
*   131085 * 139.34135 * 72.094451 *
*   131086 * 139.10850 * 71.905700 *
*   131088 * 138.82179 * 72.177642 *
*   131101 * 139.31829 * 70.997222 *
*   131103 * 138.57855 * 71.323608 *
*   131104 * 139.64878 * 71.911163 *
*   131105 * 139.41877 * 71.678131 *
*   131117 * 139.13043 * 72.236022 *
*   131118 * 139.12420 * 71.920196 *
*   131119 * 139.73573 * 71.653533 *
*   131121 * 139.04295 * 71.419036 *
*   131129 * 139.42112 * 71.601715 *
*   131137 * 139.66450 * 71.623291 *
*   131139 *  139.3228 * 71.783081 *
*   131141 * 139.43881 * 71.794158 *
*   131143 * 139.46440 * 71.939453 *
*   131148 * 139.36108 * 71.723327 *
*   131150 * 139.29821 * 71.951782 *
*   131156 * 139.14695 * 71.419464 *
*   131159 * 139.53971 * 71.366668 *
*   131167 * 138.86418 * 71.842895 *
*   131171 * 139.08648 * 72.473815 *
*   131180 * 138.80444 * 71.306579 *
*   131184 * 138.95787 * 71.891784 *
*   131189 * 139.25520 * 71.734619 *
*   131196 * 138.77739 * 72.161285 *
*   131197 *  138.8685 * 72.205902 *
*   131198 * 137.92974 * 72.250305 *
*   131205 * 139.56086 * 71.217681 *
*   131207 * 138.94673 * 71.587280 *
*   131214 * 139.25808 * 72.169006 *
*   131217 * 32.591945 * 74.437988 *
*   131220 * 139.24546 * 72.017913 *
*   131235 * 139.02278 * 71.707519 *
*   131248 * 138.29849 * 71.452362 *
*   131263 * 139.21315 * 71.782470 *
*   131268 * 139.52417 * 71.719329 *
*   131278 * 138.65319 * 71.850158 *
*   131303 * 139.28596 * 71.740936 *
*   131309 * 139.54791 * 71.583801 *
*   131310 * 139.58175 * 70.787292 *
*   131314 * 139.40693 * 72.514953 *
*   131319 * 139.41160 * 71.071838 *
*   131335 * 139.42193 * 71.954925 *
*   131336 * 139.50450 * 71.158294 *
*   131340 * 138.94673 * 71.202453 *
*   131353 *  139.4935 * 71.871582 *
*   131358 * 138.69958 * 71.661010 *
*   131368 * 139.66799 * 71.633544 *
*   131377 * 139.29109 * 71.599212 *
*   131385 * 138.74644 * 71.514129 *
*   131388 * 139.19116 * 71.139709 *
*   131395 * 139.06388 * 71.565673 *
*   131418 * 138.00830 * 72.622924 *
*   131430 * 139.09547 * 71.895904 *
*   131433 * 139.43681 * 71.759857 *
*   131434 * 139.39402 * 71.367706 *
*   131436 * 139.60960 * 71.661956 *
*   131441 * 139.09558 * 71.862609 *
*   131453 * 139.87075 * 71.631012 *
*   131476 * 138.99543 * 72.169799 *
*   131486 * 139.02320 * 71.621521 *
*   131487 * 139.14196 * 72.224456 *
*   131507 * 139.41102 * 71.701232 *
*   131513 * 139.63818 * 71.564697 *
*   131520 * 140.42364 * 71.956024 *
*   131522 * 139.34130 * 72.042602 *
*   131524 * 139.86415 * 71.492126 *
*   131528 * 139.27769 * 71.799804 *
*   131530 * 138.33462 * 71.327087 *
*   131533 * 139.57020 * 71.186554 *
*   131537 * 138.88748 * 71.836578 *
*   131539 * 138.70117 * 71.754913 *
*   131557 * 139.01365 * 72.138671 *
*   131559 * 138.98579 * 71.577697 *
*   131560 * 139.11103 * 71.799072 *
*   131562 * 139.13494 * 71.995025 *
*   131565 * 139.14546 * 72.021362 *
*   131590 * 139.56230 * 71.163299 *
*   131594 * 139.19586 * 71.848938 *
*   131605 * 139.50575 * 71.535949 *
*   131609 * 138.96403 * 71.131469 *
*   131610 * 139.17863 * 71.144409 *
*   131627 * 139.60063 * 71.638855 *
*   131641 * 139.09770 * 70.829315 *
*   131644 * 139.00494 * 71.935272 *
*   131654 * 139.82521 * 71.398681 *
*   131658 * 139.70484 * 71.745941 *
*   131699 * 139.59462 * 72.121887 *
*   131700 * 139.59744 * 71.800994 *
*   131704 * 139.49000 * 71.855438 *
*   131705 * 139.99433 * 71.390350 *
*   131706 * 139.57196 * -498.0112 *
*   131709 * 139.15641 * 71.723541 *
*   131712 * 139.15786 * 71.625885 *
*   131723 * 139.30714 * 71.877746 *
*   131730 * 139.35659 * 71.595306 *
*   131737 * 139.01573 * 71.391723 *
*   131746 * 139.00027 * 71.428100 *
*   131753 * 138.96241 * 71.331512 *
*   131780 * 139.32049 * 71.498748 *
*   131782 * 139.59486 * 72.496643 *
*   131802 * 140.01507 * 72.256744 *
*   131804 * 139.35267 * 72.133209 *
*   131810 * 139.20053 * 71.620971 *
*   131819 * 139.77308 * 71.723663 *
*   131837 * 138.62741 * 71.784454 *
*   131838 * 139.52162 * 72.085052 *
*   131842 * 138.93888 * 72.392974 *
*   131851 * 139.61975 * 71.630584 *
*   131854 * 139.18313 * 72.227630 *
*   131855 * 139.91781 * 71.440368 *
*   131871 * 138.93119 * 59.028839 *
*   131880 * 139.47393 * 71.526763 *
*   131924 * 139.37068 * 72.549224 *
*   131930 * 140.02383 * 71.527130 *
*   131934 * 139.25260 *  71.35672 *
*   131940 * 139.23202 * 71.768249 *
*   131942 * 139.73532 * 71.232940 *
*   131960 * 139.22985 * 71.713806 *
*   131967 * 139.69647 * 72.199798 *
*   131991 * 139.83313 * 72.339141 *
*   132006 * 139.62674 * 71.978607 *
*   132008 * 138.17182 * 71.601806 *
*   132017 * 139.41612 * 72.285125 *
*   132019 * 139.13056 * 72.004180 *
*   132039 * 139.46467 * 71.765502 *
*   132043 * 138.81126 * 71.404174 *
*   132045 * 138.60212 * 71.201355 *
*   132048 * 139.76222 * 72.024780 *
*   132051 * 139.85002 * 71.432800 *
*   132060 * 139.22810 * 71.756347 *
*   132061 * 139.78941 * 71.305511 *
*   132072 * 139.04322 * 72.385772 *
*   132073 * 129.66021 * 71.070037 *
*   132079 * 139.46818 * 71.763397 *
*   132083 * 139.30978 * 71.181610 *
*   132085 * 138.78038 * 71.757843 *
*   132086 * 139.41543 * 71.759246 *
*   132092 * 139.21328 * 71.526641 *
*   132093 * 139.32783 * 71.784759 *
*   132097 * 139.28707 * 71.660491 *
*   132099 * 138.90594 * 72.006713 *
*   132103 * 139.73373 * 71.233459 *
*   132119 * 139.79809 * 70.947143 *
*   132137 * 139.28707 * 71.488739 *
*   132143 * 139.87300 * 71.596588 *
*   132151 * 139.25177 * 71.545959 *
*   132161 * 138.74844 * 72.133880 *
*   132183 * 139.65640 * 71.233429 *
*   132184 * 138.54689 * 71.671112 *
*   132185 * 139.24269 * 71.722869 *
*   132188 * 139.03402 * 71.767059 *
*   132198 * 138.91784 * 71.625488 *
*   132202 * 139.45399 * 71.388397 *
*   132203 * 139.06945 * 71.309051 *
*   132213 * 138.78317 * 71.328887 *
*   132220 * 139.41217 * 70.973632 *
*   132224 * 138.77064 * 71.605224 *
*   132238 * 139.40333 * 71.432373 *
*   132249 * 139.43408 * 71.301116 *
*   132253 * 139.24116 * 71.727935 *
*   132263 * 138.88668 * 72.080596 *
*   132264 * 139.39833 * 72.220855 *
*   132275 * 139.37031 * 71.498992 *
*   132285 * 139.65036 * -430.1779 *
*   132286 * 139.76203 * 71.528167 *
*   132305 * 139.47865 * 72.203735 *
*   132319 * 138.24493 * 72.010528 *
*   132321 * 139.27085 * 71.771301 *
*   132322 * 139.62730 * 71.185058 *
*   132326 * 139.32286 * 71.857177 *
*   132330 * 138.61756 * 71.129821 *
*   132333 *   138.347 * 71.431549 *
*   132353 * 139.09602 * 71.502533 *
*   132354 * 139.60565 * 71.199432 *
*   132363 * 139.28958 * 71.564758 *
*   132366 * 139.76864 * 71.772705 *
*   132377 * 139.08869 * 71.521881 *
*   132384 * 139.08552 * 71.226745 *
*   132392 * 139.51205 * 71.634002 *
*   132393 * 139.45657 * 71.745056 *
*   132403 * 139.36262 * 71.435913 *
*   132406 * 139.12898 * 71.664367 *
*   132407 * 138.95524 * 72.572265 *
*   132413 * 139.19593 * 71.122253 *
*   132425 * 139.49073 * 71.402435 *
*   132430 * 139.52999 * 71.684051 *
*   132432 * 138.87606 * 71.385101 *
*   132437 * 139.52183 * 71.646453 *
*   132439 * 139.70779 * 266.72287 *
*   132451 * 139.45318 * 71.368530 *
*   132453 * 139.41491 * 71.962493 *
*   132456 * 139.29867 * 71.740203 *
*   132458 * 139.50657 * 71.465057 *
*   132461 * 139.92407 * 72.471740 *
*   132465 * 139.69711 * 72.606353 *
*   132470 * 139.49580 * 71.475067 *
*   132506 * 139.26272 * 71.680023 *
*   132520 * 139.76567 * 71.736663 *
*   132527 * 139.36569 * 71.729858 *
*   132528 * 139.92602 * 71.667144 *
*   132541 * 139.41862 * 71.771789 *
*   132544 * 139.40928 * 71.968078 *
*   132545 * 139.49261 * 71.654602 *
*   132549 * 139.54684 * 71.359314 *
*   132551 * 139.37449 * 71.514038 *
*   132568 * 139.52560 * 71.274108 *
*   132569 * 138.90997 * 72.137481 *
*   132580 * 138.79220 * 71.416503 *
*   132584 * 137.86274 * 70.714233 *
*   132585 * 140.01829 * 71.654235 *
*   132587 * 139.48786 * 71.827850 *
*   132588 *  139.2453 * 71.734466 *
*   132613 * 139.39895 * 72.000488 *
*   132619 * 139.39686 * 71.601623 *
*   132620 * 138.97319 * 71.513122 *
*   132632 * 138.25137 * 72.024719 *
*   132636 * 139.10322 * 72.219055 *
*   132639 * 138.62658 * 71.515472 *
*   132640 * 139.25814 * 72.205993 *
*   132641 * 139.99119 * 71.599792 *
*   132652 * 139.01826 * 72.465972 *
*   132666 * 139.15194 * 71.882812 *
*   132675 * 139.20896 * 72.132843 *
*   132676 * 139.85617 * 72.506652 *
*   132679 * 139.20288 * 71.871734 *
*   132682 * 138.92799 * 71.983245 *
*   132696 * 139.47599 * 72.768737 *
*   132702 * 139.65023 * 71.542083 *
*   132703 * 140.12571 * 71.628082 *
*   132716 * 139.58454 * 71.423980 *
*   132718 * 138.94387 * 71.359985 *
*   132728 * 138.96157 * 71.450378 *
*   132740 * 139.31655 * 71.623626 *
*   132742 * 139.62474 * 71.409759 *
*   132747 * 139.41879 * 71.362915 *
*   132750 * 138.61637 * 71.897094 *
*   132754 * 139.48867 * 71.753387 *
*   132772 * 139.09805 * 71.975250 *
*   132790 * 138.84146 * 72.117645 *
*   132800 * 138.87702 * 72.188324 *
*   132801 *  139.4785 * 72.006439 *
*   132805 * 139.34185 * 71.790863 *
*   132807 * 138.67439 * 71.896087 *
*   132810 * 139.31987 * 72.201751 *
*   132813 * 138.94914 * 71.554290 *
*   132815 * 138.71264 * 71.855926 *
*   132824 * 139.44699 * 72.406280 *
*   132835 * 139.48304 * 72.040161 *
*   132852 * 139.11225 * 71.763305 *
*   132853 * 139.63822 * 71.866546 *
